Name,Fifa,Fifa Ability Overall,Liga,Position,Player,Apps,Minutes played,Assists,Yel,Red,Pass success percentage,Aerials Won per game,Man of the match,Rating,Tackles,Interceptions per game,Fouls,Offside won per game,Clearances per game,Dribbled past per game,Outfielder Block Per Game,OwnG,Goals,Shots per game,Dribbles per game,Fouled per game,Offsides per game,Dispossessed per game,Bad control per game,Key passes per game,Passes per game,Pass success percentage.1,Crosses,Long balls per game,Through balls per game
Javier Manquillo,Manquillo,74,Premier League,"D(LR), M(R)","Javier Manquillo Newcastle United, 25, D(LR),M(R) ",12(6),1100,3,2,0,69.9,1.1,-,6.59,1.5,0.9,0.7,0.1,2.7,0.3,0.1,-,-,0.1,0.3,0.4,0.1,0.5,1.2,0.5,19.6,69.9,0.2,0.7,-
Christopher Schindler,C. Schindler,78,Premier League,D(C),"Christopher Schindler Huddersfield, 29, D(C) ",37,3262,-,4,1,82.8,3.7,1,6.59,1.6,1.9,0.7,0.6,3.6,0.5,0.9,-,1,0.4,-,0.5,-,0.1,0.2,0.1,41.9,82.8,-,4,-
Matteo Darmian,M. Darmian,76,Premier League,"D(CLR), M(LR)","Matteo Darmian Manchester United, 29, D(CLR),M(LR) ",5(1),444,-,-,0,85.1,0.5,-,6.59,2.3,1.2,0.5,0.3,3.2,1.2,-,-,-,0.2,0.2,0.7,0.2,0.3,0.5,0.3,29.2,85.1,0.2,1.3,-
Terence Kongolo,T. Kongolo,78,Premier League,D(CL),"Terence Kongolo Huddersfield, 25, D(CL) ",32,2722,1,4,0,78,1.7,-,6.58,2.3,2,0.6,0.4,3,0.6,0.5,1,1,0.4,0.3,0.8,0.1,0.1,0.5,0.3,35.9,78,0.1,2.2,-
Alex McCarthy,A. McCarthy,77,Premier League,GK,"Alex McCarthy Southampton, 29, GK ",25,2250,-,1,0,45,0.6,1,6.58,-,-,-,-,0.9,-,-,-,-,-,-,0.1,-,-,-,-,23.4,45,-,5.6,-
Danny Simpson,D. Simpson,74,Premier League,D(R),"Danny Simpson Leicester, 32, D(R) ",3(3),291,-,-,0,70.9,1.3,-,6.58,1.8,1,0.3,-,2.5,0.3,0.5,-,-,-,-,-,-,0.3,0.2,0.2,18.3,70.9,-,1.2,-
Jack Cork,J. Cork,78,Premier League,DMC,"Jack Cork Burnley, 30, DMC ",37,3313,2,6,0,81.2,1.4,-,6.58,1.4,0.8,0.8,-,2.1,0.8,0.4,-,1,0.5,0.8,1,0.1,1,1.2,0.5,35.9,81.2,0.1,2.1,0.1
Divock Origi,D. Origi,77,Premier League,"AM(LR), FW","Divock Origi Liverpool, 24, AM(LR),FW ",4(8),368,1,-,0,70.4,0.3,-,6.57,0.5,-,0.2,0.1,0.1,0.3,-,-,3,1.1,0.5,0.4,0.3,0.8,0.8,0.3,9,70.4,-,0.5,-
Yerry Mina,Y. Mina,78,Premier League,D(C),"Yerry Mina Everton, 24, D(C) ",10(3),893,-,3,0,84.1,2.9,-,6.57,1.1,0.6,1,0.5,3.8,0.2,0.4,-,1,0.3,-,0.4,0.1,0.2,0.5,0.2,38.8,84.1,-,2.8,-
Ki Sung-yueng,Ki Sung Yueng,76,Premier League,"DMC, DMC","Ki Sung-yueng Newcastle United, 30, DMC ",14(4),1302,1,2,0,85.1,0.8,-,6.57,0.8,1.1,0.6,-,1.1,0.5,0.1,-,-,0.5,0.3,0.9,-,0.6,0.7,0.9,33.2,85.1,0.8,2.9,-
Sergio Rico,Sergio Rico,79,Premier League,GK,"Sergio Rico Fulham, 26, GK ",29,2610,-,1,0,53.8,0.5,2,6.57,-,-,-,-,1.2,-,-,-,-,-,-,0.2,-,-,-,0.1,27.4,53.8,-,9.2,-
Mohamed Diamé,M. Diamé,75,Premier League,M(CLR),"Mohamed Diamé Newcastle United, 32, M(CLR) ",24(5),2166,-,3,0,77.2,1.2,-,6.57,2.7,1,1.2,-,1.2,1.3,0.3,-,-,0.7,0.6,0.7,-,1.3,1.1,0.1,25.3,77.2,-,1.3,-
Álvaro Morata,Morata,82,Premier League,"AM(L), FW","Álvaro Morata Chelsea, 26, AM(L),FW ",11(5),943,-,3,0,76.9,1.1,-,6.56,0.5,-,1.2,-,0.4,0.4,0.1,-,5,2.2,0.4,1,1.3,1.4,1.8,0.4,14.3,76.9,-,0.3,-
Wayne Hennessey,W. Hennessey,75,Premier League,GK,"Wayne Hennessey Crystal Palace, 32, GK ",17(1),1576,-,-,0,46.7,0.6,1,6.56,-,-,-,-,0.9,0.1,-,-,-,-,-,0.1,-,-,0.1,-,25,46.7,-,6.5,-
Cédric Soares,Cédric,77,Premier League,"D(R), M(R)","Cédric Soares Southampton, 28, D(R),M(R) ",16(2),1494,2,4,0,73.1,1.3,-,6.56,1.2,1.2,0.5,0.1,2.8,0.3,0.3,-,1,0.6,0.4,0.3,0.1,0.6,0.8,0.7,33.1,73.1,0.8,1.7,-
Kiko Femenía,Kiko Femenía,76,Premier League,"D(R), M(R)","Kiko Femenía Watford, 28, D(R),M(R) ",22(7),2046,1,1,0,83.1,0.4,-,6.55,1.7,1.2,0.4,0.2,2.2,0.9,0.2,-,1,0.2,0.4,0.5,0.1,0.4,0.7,0.4,31.9,83.1,0.5,1.1,-
Harry Winks,H. Winks,77,Premier League,DMC,"Harry Winks Tottenham, 23, DMC ",17(9),1592,-,4,0,91.8,0.5,1,6.55,0.8,0.8,0.6,-,0.7,1,0.1,-,1,0.3,0.7,0.6,0.1,0.8,0.6,0.3,53.4,91.8,-,2.2,-
Jean Michael Seri,J. Seri,81,Premier League,M(C),"Jean Michael Seri Fulham, 28, M(C) ",27(5),2252,2,6,0,87,0.4,-,6.55,1.3,1,1,-,0.4,1,0.3,-,1,0.6,0.5,0.7,-,0.8,1,1.8,49.8,87,1.2,3.1,-
Matteo Guendouzi,M. Guendouzi,71,Premier League,DMC,"Matteo Guendouzi Arsenal, 20, DMC ",23(10),2144,-,9,0,87.7,0.5,-,6.55,1.3,0.9,0.7,0.1,0.7,0.9,0.2,-,-,0.5,0.7,1.9,-,0.9,0.9,0.5,48.4,87.7,-,2.4,0.2
Lee Peltier,L. Peltier,69,Premier League,"D(CLR), DMC, M(R)","Lee Peltier Cardiff, 32, D(CLR),DMC,M(R) ",17(3),1543,-,4,0,60.2,1.5,-,6.54,2,0.9,0.8,0.2,2.7,0.6,0.6,-,-,0.1,0.2,0.3,-,0.2,0.4,0.1,17.1,60.2,0.2,1.1,-
Josh Murphy,J. Murphy,72,Premier League,"AM(LR), FW","Josh Murphy Cardiff, 24, AM(LR),FW ",22(7),1826,2,2,0,60.4,0.4,1,6.54,0.9,0.4,0.5,-,0.3,0.7,-,-,3,1.6,1.3,1.9,0.3,1.3,1.5,0.6,10.6,60.4,0.5,0.4,0.1
Kasper Schmeichel,K. Schmeichel,84,Premier League,GK,"Kasper Schmeichel Leicester, 32, GK ",38,3420,-,3,0,65.5,0.3,-,6.54,-,0.1,-,-,0.8,-,-,-,-,-,-,0.1,-,-,-,-,29.4,65.5,-,9.2,-
Adam Lallana,A. Lallana,80,Premier League,AM(CLR),"Adam Lallana Liverpool, 31, AM(CLR) ",5(8),465,-,1,0,82.1,0.7,-,6.53,1.2,0.4,0.3,-,0.1,0.5,0.1,-,-,0.4,0.6,0.8,-,0.8,0.8,0.7,23.2,82.1,0.2,0.4,-
Kenedy,Kenedy,76,Premier League,"D(L), M(L)","Kenedy Newcastle United, 23, D(L),M(L) ",14(11),1345,1,1,0,72.3,0.3,1,6.53,1.2,1.3,0.8,-,0.8,0.7,-,-,1,1.2,1.2,0.9,0.2,1.6,1.7,0.4,18.5,72.3,0.4,0.7,-
Samir Nasri,Samir,73,Premier League,M(CLR),"Samir Nasri West Ham, 32, M(CLR) ",3(2),246,2,-,0,88.4,-,-,6.53,-,0.2,0.6,-,0.2,-,-,-,-,0.6,0.4,0.4,0.6,-,-,1.2,31,88.4,0.2,1.4,-
Victor Wanyama,V. Wanyama,80,Premier League,DMC,"Victor Wanyama Tottenham, 28, DMC ",4(9),513,-,2,0,81,1.1,-,6.53,1,0.5,0.8,-,0.7,0.5,0.2,-,1,0.5,0.5,0.5,-,0.3,0.6,0.2,25.1,81,0.1,0.1,-
Jack Stephens,J. Stephens,74,Premier League,D(C),"Jack Stephens Southampton, 25, D(C) ",19(5),1699,-,4,0,75,2.3,1,6.52,1,1.5,0.5,0.3,3.9,0.5,0.5,-,1,0.3,0.2,0.3,-,0.2,0.4,0.2,32,75,-,2.4,-
Phil Foden,P. Foden,73,Premier League,M(C),"Phil Foden Manchester City, 19, M(C) ",3(10),330,-,-,0,86.6,0.2,-,6.52,0.5,0.3,0.3,-,0.1,0.5,-,-,1,1.1,0.6,0.4,-,0.4,0.3,0.6,17.8,86.6,0.1,0.2,-
Ken Sema,K. Sema,71,Premier League,M(CLR),"Ken Sema Watford, 25, M(CLR) ",9(8),756,2,1,0,72.5,1.2,-,6.52,0.9,0.5,0.8,0.1,0.2,0.7,-,-,1,0.7,1.1,0.5,0.1,1.6,1.3,0.5,13.9,72.5,0.1,-,-
Jonas Lössl,J. Lössl,76,Premier League,GK,"Jonas Lössl Huddersfield, 30, GK ",30(1),2777,1,1,0,61.2,0.5,1,6.52,-,0.1,-,-,1,-,-,-,-,-,-,0.1,-,-,-,0.1,32.5,61.2,-,10.5,-
David de Gea,De Gea,91,Premier League,GK,"David de Gea Manchester United, 28, GK ",38,3420,-,1,0,60,0.1,1,6.52,-,-,-,-,0.6,0.1,-,-,-,-,-,0.1,-,-,-,-,24.9,60,-,7.9,-
Alex Pritchard,A. Pritchard,74,Premier League,AM(CLR),"Alex Pritchard Huddersfield, 26, AM(CLR) ",26(4),2092,-,2,0,74.9,0.5,-,6.51,1.2,0.6,0.4,-,0.2,0.8,0.1,-,2,1.6,1,1.7,0.2,1.7,2.3,1.1,29.9,74.9,0.6,1,-
Mohamed Elyounoussi,M. Elyounoussi,79,Premier League,AM(LR),"Mohamed Elyounoussi Southampton, 25, AM(LR) ",8(8),791,-,-,0,73.4,0.6,-,6.51,1,0.4,0.6,-,0.3,0.8,0.1,-,-,1.3,0.7,0.8,0.1,0.5,0.9,0.9,13.9,73.4,0.8,0.5,0.1
Theo Walcott,T. Walcott,79,Premier League,"M(CLR), FW","Theo Walcott Everton, 30, M(CLR),FW ",24(13),2124,2,1,0,72.6,0.4,-,6.51,0.7,0.6,0.3,-,0.2,0.4,-,-,5,1.2,0.8,0.7,0.5,1,2.1,0.6,15.6,72.6,0.3,0.2,-
Demarai Gray,D. Gray,76,Premier League,"AM(CLR), FW","Demarai Gray Leicester, 23, AM(CLR),FW ",23(11),1996,1,2,0,77.6,0.3,-,6.51,0.7,0.3,0.4,-,0.4,0.3,-,-,4,1.4,1.2,0.4,0.1,1.1,1.7,0.5,19.3,77.6,0.1,0.6,-
Leon Balogun,L. Balogun,75,Premier League,D(CR),"Leon Balogun Brighton, 31, D(CR) ",5(3),591,-,2,0,75.9,1.6,-,6.5,1.5,2.1,0.6,0.3,4,0.1,0.4,-,1,0.1,-,0.3,0.1,0.3,1.1,-,27,75.9,-,1.9,-
Stuart Armstrong,S. Armstrong,75,Premier League,AM(CL),"Stuart Armstrong Southampton, 27, AM(CL) ",16(13),1433,2,2,0,78.6,0.6,-,6.5,1,0.4,0.7,-,0.4,1.2,-,-,3,1.1,0.7,0.7,0.1,0.9,1.4,1,21.1,78.6,0.1,0.7,-
Shane Long,S. Long,73,Premier League,"AM(R), FW","Shane Long Southampton, 32, AM(R),FW ",12(14),1271,1,3,0,64.6,2.8,1,6.5,0.6,0.3,1,-,0.7,0.5,-,-,5,1.2,0.2,0.9,0.5,0.8,2,0.5,11.7,64.6,-,-,-
DeAndre Yedlin,D. Yedlin,76,Premier League,"D(R), M(R)","DeAndre Yedlin Newcastle United, 26, D(R),M(R) ",28(1),2475,2,6,1,71.6,1,-,6.5,1.9,1,1.4,0.2,2.4,0.8,0.3,1,1,0.4,0.3,0.4,0.1,0.3,1.2,1,25.2,71.6,0.6,0.9,-
Dominic Solanke,D. Solanke,70,Premier League,FW,"Dominic Solanke Bournemouth, 21, FW ",2(8),342,1,-,0,71.7,1.5,-,6.5,0.8,0.2,0.2,0.1,0.9,0.7,0.1,-,-,1.1,1,0.9,0.1,0.9,1.5,0.8,9.9,71.7,-,0.2,-
Jordan Ayew,J. Ayew,76,Premier League,"AM(CLR), FW","Jordan Ayew Crystal Palace, 27, AM(CLR),FW ",14(6),1187,2,3,0,77.7,1.6,1,6.5,1.9,0.4,1.6,-,0.3,0.7,-,-,1,1.4,0.6,1.3,0.5,1.6,2.4,0.8,13.3,77.7,-,0.3,-
Jordan Pickford,J. Pickford,83,Premier League,GK,"Jordan Pickford Everton, 25, GK ",38,3420,-,1,0,55.7,0.3,2,6.5,-,-,-,-,0.9,-,-,-,-,-,-,0.1,-,-,0.1,-,29.4,55.7,-,7.5,-
Beram Kayal,B. Kayal,72,Premier League,DMC,"Beram Kayal Brighton, 31, DMC ",9(9),937,1,4,0,71.2,0.9,1,6.49,1.6,0.8,1,-,1.4,0.9,0.6,-,1,0.3,0.6,0.4,-,0.6,0.7,0.2,15.1,71.2,0.1,0.5,-
Fred,Fred,82,Premier League,M(C),"Fred Manchester United, 26, M(C) ",13(4),1045,1,2,0,86.3,0.2,1,6.49,1.7,0.9,1.5,0.1,0.5,1.1,0.1,-,1,1,0.6,1.1,0.1,1.1,1.2,0.7,45.2,86.3,0.3,3.5,0.1
Juninho Bacuna,J. Bacuna,70,Premier League,M(C),"Juninho Bacuna Huddersfield, 22, M(C) ",16(5),1416,-,4,0,75.4,0.8,-,6.49,2.2,1.1,1.6,0.1,0.5,1.5,-,-,1,0.9,1.2,1,-,0.8,1.9,0.9,34,75.4,0.4,2.8,-
Fernando Llorente,Llorente,76,Premier League,FW,"Fernando Llorente Tottenham, 34, FW ",6(14),685,4,2,0,66.4,2.7,-,6.49,0.2,0.1,0.6,-,0.5,0.1,0.1,1,1,1.2,0.3,0.3,0.3,0.6,1.4,0.7,11.2,66.4,-,0.2,-
Bruno,Bruno,77,Premier League,"D(R), M(R)","Bruno Brighton, 38, D(R),M(R) ",14,1136,1,2,0,82.4,0.6,-,6.49,1.8,0.8,0.3,0.1,1.9,0.3,0.1,-,-,0.1,0.3,0.6,0.2,0.1,0.3,0.4,36.4,82.4,0.4,1.6,-
Max Meyer,M. Meyer,79,Premier League,"M(CL), FW","Max Meyer Crystal Palace, 23, M(CL),FW ",15(14),1415,2,3,0,83.9,0.1,-,6.49,1.1,0.5,0.3,-,0.6,0.3,-,-,1,1.3,0.4,0.6,-,0.7,1,0.8,22.9,83.9,0.1,0.6,-
Scott McTominay,S. McTominay,71,Premier League,DMC,"Scott McTominay Manchester United, 22, DMC ",9(7),863,-,1,0,83.3,2.1,1,6.48,0.6,0.9,0.7,-,1,0.4,0.3,-,2,0.9,0.1,1,0.1,0.4,0.9,0.1,28.1,83.3,-,1.1,-
Luciano Vietto,L. Vietto,76,Premier League,"AM(R), FW","Luciano Vietto Fulham, 25, AM(R),FW ",10(10),987,4,1,0,78.8,0.3,-,6.48,0.8,0.3,0.7,-,0.3,0.8,-,-,1,1.2,0.8,1,-,1.3,1.3,1.1,19.3,78.8,0.4,0.2,0.1
Phil Jagielka,P. Jagielka,77,Premier League,D(CR),"Phil Jagielka Everton, 37, D(CR) ",4(3),330,-,-,1,74.5,2,-,6.48,1,0.3,0.3,0.6,1.9,0.4,-,-,1,0.1,-,0.4,-,-,0.3,0.3,27.4,74.5,-,1.6,-
Ademola Lookman,A. Lookman,73,Premier League,"AM(CLR), FW","Ademola Lookman Everton, 21, AM(CLR),FW ",3(18),602,2,-,0,84.6,0.3,-,6.47,0.7,0.3,0.4,-,0.1,0.1,-,-,-,0.6,1.1,1,0.1,1.2,0.9,0.5,12,84.6,0.2,0.1,-
Emerson Hyndman,Emerson,75,Premier League,M(CL),"Emerson Hyndman Bournemouth, 23, M(CL) ",0(1),37,-,-,0,69.6,-,-,6.46,6,1,-,-,-,1,-,-,-,-,-,-,-,1,1,-,23,69.6,-,-,-
David Junior Hoilett,J. Hoilett,74,Premier League,"M(CLR), FW","David Junior Hoilett Cardiff, 29, M(CLR),FW ",23(9),2143,1,4,0,71.6,0.6,-,6.46,1.3,1,1.1,-,0.8,1.2,-,-,3,1.3,0.7,1.2,0.3,1.2,1.6,0.8,13.8,71.6,0.6,0.5,-
Rui Patrício,Rui Patrício,83,Premier League,GK,"Rui Patrício Wolverhampton Wanderers, 31, GK ",37,3330,-,-,0,53.6,0.2,-,6.45,0.1,-,-,-,0.4,-,-,-,-,-,-,-,-,-,-,-,20.5,53.6,-,6.9,-
Joe Ralls,J. Ralls,74,Premier League,"DMC, M(L)","Joe Ralls Cardiff, 25, DMC,M(L) ",22(6),1960,-,4,0,69.2,1.2,-,6.45,1.6,1,1,-,1,0.8,0.2,-,-,0.8,0.2,0.4,-,0.5,0.7,1.2,27.8,69.2,0.9,2.9,-
Steven Davis,S. Davis,74,Premier League,M(CLR),"Steven Davis Southampton, 34, M(CLR) ",1(2),97,1,-,0,94.1,0.3,-,6.45,0.7,0.3,0.7,-,1.7,-,-,-,-,-,-,-,-,-,0.3,1,22.7,94.1,0.3,1.3,0.3
Conor Coady,C. Coady,74,Premier League,"D(CR), DMC","Conor Coady Wolverhampton Wanderers, 26, D(CR),DMC ",38,3420,-,5,0,84.3,0.9,1,6.45,0.8,0.8,0.3,0.5,3.3,0.4,0.7,3,-,-,0.1,0.2,-,0.1,0.2,0.1,44.4,84.3,-,6.4,-
Marcus Bettinelli,M. Bettinelli,73,Premier League,GK,"Marcus Bettinelli Fulham, 27, GK ",7,630,-,1,0,60.7,0.3,-,6.45,-,-,-,-,1.9,-,-,-,-,-,-,0.1,-,-,0.1,-,30.1,60.7,-,9.4,-
Charlie Daniels,C. Daniels,75,Premier League,"D(L), M(L)","Charlie Daniels Bournemouth, 32, D(L),M(L) ",17(4),1586,-,4,0,78.7,1.4,-,6.45,1.2,1,0.3,0.3,2,0.4,0.2,-,1,0.6,0.6,0.3,-,0.3,0.6,0.5,40,78.7,0.4,1.9,-
Mohamed Elneny,M. Elneny,77,Premier League,DMC,"Mohamed Elneny Arsenal, 27, DMC ",5(3),381,-,-,0,90.6,0.3,-,6.44,1.6,0.3,0.1,-,1,0.1,0.5,-,-,0.9,0.1,-,0.1,0.4,0.8,0.6,34.8,90.6,0.1,1.9,-
Pedro Obiang,Pedro Obiang,77,Premier League,DMC,"Pedro Obiang West Ham, 27, DMC ",12(12),1121,1,-,0,80,0.7,-,6.44,1.7,0.5,0.5,0.1,0.6,1,0.4,-,-,0.6,0.3,0.5,0.1,0.2,0.5,0.3,22.3,80,0.1,2,-
Christian Atsu,C. Atsu,74,Premier League,AM(CLR),"Christian Atsu Newcastle United, 27, AM(CLR) ",15(13),1488,-,2,0,82.2,0.4,-,6.44,0.9,0.3,0.5,-,0.5,0.4,0.1,-,1,1,0.9,0.9,0.1,1.1,1.7,0.6,13.7,82.2,0.3,0.4,-
Cenk Tosun,C. Tosun,79,Premier League,FW,"Cenk Tosun Everton, 28, FW ",10(15),1050,3,3,0,70.5,1.5,-,6.44,0.5,0.2,0.7,-,0.1,0.4,-,-,3,1.5,0.1,0.6,0.3,0.8,1.6,0.5,10.3,70.5,-,0.3,-
Domingos Quina,Domingos Quina,63,Premier League,DMC,"Domingos Quina Watford, 19, DMC ",3(5),335,-,-,0,85,0.3,-,6.44,1.1,0.4,0.9,-,0.1,1,-,-,1,0.6,0.6,0.8,-,0.6,0.9,0.3,28.4,85,0.1,1.9,-
Olivier Giroud,O. Giroud,82,Premier League,FW,"Olivier Giroud Chelsea, 32, FW ",7(20),834,4,1,0,68.2,1.4,-,6.43,0.1,0.1,0.4,-,0.2,0.1,-,-,2,1.2,0.1,0.2,0.2,0.2,0.8,0.7,9.7,68.2,-,0.2,-
Nathaniel Clyne,N. Clyne,79,Premier League,"D(LR), M(R)","Nathaniel Clyne Bournemouth, 28, D(LR),M(R) ",13(1),1146,1,2,0,75.2,0.4,-,6.43,2.4,1.1,0.6,0.1,1.9,0.9,0.2,-,-,0.1,0.3,0.2,-,0.7,0.6,0.3,32.8,75.2,0.3,1.1,0.1
Alfie Mawson,A. Mawson,75,Premier League,D(C),"Alfie Mawson Fulham, 25, D(C) ",13(2),1132,-,2,0,82.4,2.1,-,6.43,0.7,1.3,0.4,0.6,4.3,0.3,1.1,-,-,0.1,-,0.3,-,-,0.5,0.1,31.8,82.4,-,3,-
Oumar Niasse,O. Niasse,75,Premier League,FW,"Oumar Niasse Cardiff, 29, FW ",12(1),940,-,-,0,64.7,2.9,-,6.43,0.9,0.2,0.6,-,0.5,0.3,-,-,-,1.3,1.5,1.3,0.7,2.9,4.4,0.4,12.8,64.7,-,0.2,-
Greg Cunningham,G. Cunningham,74,Premier League,"D(CL), M(L)","Greg Cunningham Cardiff, 28, D(CL),M(L) ",7,630,-,3,0,73.7,0.6,-,6.43,2.6,2.4,1.1,0.1,1.9,1,0.4,-,-,0.3,-,1.9,-,0.1,0.9,0.7,25.6,73.7,0.3,2.3,-
Rachid Ghezzal,R. Ghezzal,75,Premier League,AM(CLR),"Rachid Ghezzal Leicester, 27, AM(CLR) ",8(11),739,-,3,0,79.4,0.5,-,6.43,0.7,0.4,0.7,-,0.2,0.8,0.1,-,1,1,1,0.4,-,1.1,1.2,0.8,22.2,79.4,0.8,1,0.1
Jon Gorenc Stankovic,J. Gorenc Stanković,63,Premier League,"D(C), DMC","Jon Gorenc Stankovic Huddersfield, 23, D(C),DMC ",9(2),720,-,2,0,75.5,2,-,6.42,2.4,0.8,0.8,0.1,1.7,1.1,0.8,-,1,0.8,0.1,1.1,-,0.1,0.6,0.2,26.7,75.5,-,1.5,-
Ryan Sessegnon,R. Sessegnon,75,Premier League,"D(L), M(LR)","Ryan Sessegnon Fulham, 19, D(L),M(LR) ",26(9),2298,6,-,0,73.4,0.5,-,6.42,0.6,0.5,0.6,0.2,1.1,0.5,0.1,-,2,0.8,0.9,0.6,0.4,1.5,1.9,0.9,19.6,73.4,0.4,0.4,0.1
Mat Ryan,M. Ryan,79,Premier League,GK,"Mat Ryan Brighton, 27, GK ",34,3060,-,2,0,50.1,0.3,-,6.41,-,-,-,-,0.6,-,-,-,-,-,-,0.1,-,-,-,-,27.2,50.1,-,9.7,-
Jack Simpson,J. Simpson,61,Premier League,D(C),"Jack Simpson Bournemouth, 22, D(C) ",4(2),403,-,-,0,82.2,2.3,-,6.41,1.5,1.5,0.5,0.7,3.7,0.5,0.7,1,-,0.3,-,0.2,-,0.3,0.2,-,39.3,82.2,-,1.3,-
Rúben Vinagre,Rúben Vinagre,66,Premier League,M(L),"Rúben Vinagre Wolverhampton Wanderers, 20, M(L) ",7(10),706,-,1,0,77.3,0.5,-,6.41,0.8,0.8,0.7,0.1,0.8,0.2,0.1,-,-,0.2,0.8,0.5,0.1,0.7,1.1,0.4,16.8,77.3,0.4,0.5,-
Bobby De Cordova-Reid,B. Reid,73,Premier League,"M(C), FW","Bobby De Cordova-Reid Cardiff, 26, M(C),FW ",16(11),1423,2,-,0,71.4,0.4,1,6.41,0.6,0.1,0.2,-,0.4,0.2,-,-,5,1,0.6,1,0.4,1.1,1.5,0.6,11.5,71.4,0.1,0.2,-
Daniel Sturridge,D. Sturridge,80,Premier League,"M(R), FW","Daniel Sturridge Liverpool, 30, M(R),FW ",4(14),500,1,1,0,80,0.2,-,6.41,0.2,0.1,0.3,-,-,0.1,-,-,2,1,0.3,0.6,0.2,0.6,0.9,0.4,10.6,80,0.1,0.5,0.1
Michael Obafemi,M. Obafemi,63,Premier League,Forward,"Michael Obafemi Southampton, 19, Forward ",1(5),136,1,1,0,66.7,-,-,6.41,0.2,0.2,0.3,-,-,-,0.2,-,1,1.2,0.5,0.5,0.2,0.3,0.8,0.3,3,66.7,0.2,-,-
Joselu,Joselu,74,Premier League,FW,"Joselu Newcastle United, 29, FW ",5(11),587,-,1,0,62,2.7,-,6.41,0.9,0.2,0.3,-,0.9,0.3,-,-,2,1.1,0.1,0.4,0.3,1,1.1,0.1,13,62,-,0.3,0.1
Florent Hadergjonaj,F. Hadergjonaj,74,Premier League,"D(R), M(R)","Florent Hadergjonaj Huddersfield, 25, D(R),M(R) ",19(5),1841,-,1,0,75.2,1,-,6.4,1.3,0.9,0.5,0.3,1.1,1,0.3,-,-,0.3,0.4,0.8,0.1,0.1,0.9,1,30.2,75.2,0.9,1.4,-
Junior Stanislas,J. Stanislas,75,Premier League,M(CLR),"Junior Stanislas Bournemouth, 29, M(CLR) ",11(12),1027,3,1,0,77.4,0.4,-,6.4,0.5,0.1,0.3,-,0.7,0.2,-,-,2,1.5,0.5,0.4,0.1,0.4,0.9,0.7,21.6,77.4,0.3,0.5,0.1
Tom Davies,T. Davies,75,Premier League,M(C),"Tom Davies Everton, 21, M(C) ",10(6),976,-,3,0,80,0.5,-,6.4,1.7,1,1.3,-,0.6,1,0.1,-,-,0.4,0.8,1.1,0.1,0.5,1.7,0.3,31.6,80,-,1.9,0.1
Harry Arter,H. Arter,75,Premier League,M(C),"Harry Arter Cardiff, 29, M(C) ",24(1),2009,1,10,0,80.7,0.2,-,6.39,2.5,0.8,1,-,0.8,1.2,0.2,-,-,0.9,0.1,0.6,0.1,0.1,0.8,0.4,26.3,80.7,0.2,1.7,-
Danny Welbeck,D. Welbeck,77,Premier League,"AM(CLR), FW","Danny Welbeck Arsenal, 28, AM(CLR),FW ",1(7),148,1,-,0,74.1,0.9,-,6.39,0.4,0.1,0.4,-,0.1,-,-,-,1,0.5,0.3,0.3,-,0.4,0.6,0.6,6.8,74.1,-,0.1,-
Davide Zappacosta,D. Zappacosta,79,Premier League,"D(R), M(R)","Davide Zappacosta Chelsea, 27, D(R),M(R) ",1(3),125,-,-,0,80,0.8,-,6.39,-,0.8,0.5,-,1,0.3,-,-,-,0.5,0.5,0.3,-,0.5,0.5,0.3,18.8,80,-,0.5,-
Aaron Lennon,A. Lennon,76,Premier League,M(LR),"Aaron Lennon Burnley, 32, M(LR) ",14(2),1217,1,1,0,78.8,0.1,1,6.38,1.6,0.6,0.8,-,0.8,0.5,-,-,1,0.3,0.4,1,-,0.8,0.9,0.4,17.4,78.8,0.2,0.3,-
Oliver Skipp,O. Skipp,64,Premier League,Midfielder,"Oliver Skipp Tottenham, 18, Midfielder ",2(6),216,-,-,0,83.9,1.3,-,6.38,0.9,0.1,0.5,-,0.8,0.3,0.1,-,-,0.3,0.3,0.4,-,0.3,0.3,0.1,17.9,83.9,-,0.5,-
Grady Diangana,G. Diangana,64,Premier League,AM(R),"Grady Diangana West Ham, 21, AM(R) ",6(11),608,1,-,0,77.9,0.4,-,6.38,1.2,0.1,0.2,0.1,0.2,0.5,-,-,-,0.6,1.2,0.6,0.1,1.1,1.6,0.7,14.4,77.9,0.2,0.2,-
José Izquierdo,J. Izquierdo,77,Premier League,AM(L),"José Izquierdo Brighton, 27, AM(L) ",9(6),794,1,1,0,74.6,0.2,-,6.38,1,0.3,0.4,-,0.5,0.7,0.1,-,-,1,0.9,0.3,0.3,0.8,1.2,0.4,13.7,74.6,0.1,0.3,-
Mousa Dembélé,M. Dembélé,76,Premier League,M(CR),"Mousa Dembélé Tottenham, 32, M(CR) ",7(3),516,-,1,0,89.6,0.6,-,6.38,1.3,0.7,1.2,0.1,0.5,0.3,0.1,-,-,0.1,0.7,0.3,-,0.7,0.9,-,30.8,89.6,-,0.4,-
Eric Bailly,E. Bailly,81,Premier League,D(CR),"Eric Bailly Manchester United, 25, D(CR) ",8(4),639,-,-,1,87.1,1.1,-,6.37,1.3,1.1,0.4,0.3,3.1,0.2,0.3,-,-,0.3,0.3,0.4,-,0.1,0.4,-,25.2,87.1,-,1.6,-
