Name,Name.1,Rating,Fifa Ability Overall,Position,Apps,Minutes played,Assists,Yel,Red,Aerials Won per game,Man of the match,Tackles,Interceptions per game,Fouls,Offside won per game,Clearances per game,Dribbled past per game,Outfielder Block Per Game,OwnG,Goals,Shots per game,Dribbles per game,Fouled per game,Offsides per game,Dispossessed per game,Bad control per game,Key passes per game,Passes per game,Pass success percentage,Crosses,Long balls per game,Through balls per game,pos
José Holebas,"José Holebas Watford, 35, D(L),M(L) ",7,78,"D(L), M(L)",27,2394,6,12,1,2.2,0,2.4,0.8,1.2,0.4,2.9,0.9,0.3,0,3,0.6,0.8,0.5,0.1,0.9,1.0,1.4,29.8,68.5,1.5,1.6,0.0,DEF
Leander Dendoncker,"Leander Dendoncker Wolverhampton Wanderers, 24, DMC ",6.97,78,DMC,17,1469,0,1,0,2.9,2,2.8,1.2,0.6,0.1,1.5,1.6,0.3,0,2,0.9,0.6,0.6,0.1,0.4,0.9,0.4,31.9,79.4,0.1,0.8,0.0,DEF
Steve Cook,"Steve Cook Bournemouth, 28, D(C) ",6.96,78,D(C),31,2787,1,3,0,4.1,1,1.2,1.6,0.6,0.7,6.4,0.2,0.7,1,1,0.7,0.2,0.9,0.0,0.0,0.2,0.4,48.4,79.3,0.1,3.4,0.0,DEF
Florian Lejeune,"Florian Lejeune Newcastle United, 28, D(C) ",6.95,78,D(C),12,1055,0,0,0,2.6,0,2.1,1.8,0.9,0.3,3.7,1.1,0.4,0,0,0.6,0.3,0.4,0.0,0.0,0.8,0.5,46.9,76.2,0.1,6.8,0.1,DEF
Diogo Jota,"Diogo Jota Wolverhampton Wanderers, 22, AM(CL),FW ",6.89,78,"AM(CL), FW",29,2372,5,11,0,0.8,3,0.8,0.4,1.3,0.0,0.3,0.8,0.0,0,9,1.8,1.7,1.7,0.2,1.5,2.3,0.8,22.6,75.6,0.2,0.5,0.1,OFF
Mario Lemina,"Mario Lemina Southampton, 26, DMC ",6.85,78,DMC,18,1616,1,5,0,1.4,0,2.3,2.0,1.5,0.0,1.4,0.9,0.1,0,1,1.2,1.1,1.1,0.0,1.5,1.2,0.6,38.6,86.0,0.1,2.1,0.0,DEF
James Tomkins,"James Tomkins Crystal Palace, 30, D(CR) ",6.85,78,D(CR),29,2563,1,6,0,3.1,0,1.2,1.2,0.6,0.6,6.2,0.4,0.3,0,1,0.8,0.1,0.4,0.0,0.1,0.3,0.2,38.3,83.0,0.0,4.3,0.0,DEF
Jonjo Shelvey,"Jonjo Shelvey Newcastle United, 27, M(C) ",6.8,78,M(C),10,944,1,1,0,0.9,0,1.4,0.4,1.0,0.0,0.8,0.6,0.2,0,1,1.4,0.6,0.3,0.0,0.3,0.5,1.6,39.3,71.0,0.9,5.4,0.1,MID
Jamaal Lascelles,"Jamaal Lascelles Newcastle United, 25, D(C) ",6.8,78,D(C),32,2748,1,4,0,2.9,0,1.0,1.2,0.5,0.5,6.6,0.1,0.9,0,0,0.3,0.0,0.3,0.0,0.2,0.3,0.1,34.5,76.7,0.0,2.3,0.0,DEF
Oriol Romeu,"Oriol Romeu Southampton, 27, DMC ",6.76,78,DMC,25,2142,0,11,0,1.5,1,2.6,1.7,1.5,0.1,1.2,1.5,0.5,0,1,0.3,0.5,0.5,0.0,0.5,0.6,0.3,35.5,79.3,0.0,1.8,0.0,DEF
Joe Gomez,"Joe Gomez Liverpool, 22, D(CLR) ",6.76,78,D(CLR),12,1060,0,2,0,1.5,0,1.1,0.9,0.8,0.4,2.4,0.4,0.3,0,0,0.3,0.3,0.6,0.0,0.1,0.6,0.4,49.2,87.5,0.1,2.0,0.0,DEF
Lewis Dunk,"Lewis Dunk Brighton, 27, D(C) ",6.72,78,D(C),36,3153,1,5,1,3.3,1,1.2,1.3,0.6,0.3,5.4,0.6,1.1,0,2,0.6,0.0,0.4,0.0,0.1,0.4,0.3,41.4,82.8,0.0,4.5,0.0,DEF
Alex Iwobi,"Alex Iwobi Arsenal, 23, AM(CLR) ",6.62,78,AM(CLR),22,1976,6,0,0,0.1,0,0.8,0.3,0.2,0.0,0.3,0.5,0.0,0,3,1.0,1.3,0.4,0.1,1.6,2.0,1.1,27.2,77.8,0.3,0.8,0.0,MID
Christopher Schindler,"Christopher Schindler Huddersfield, 29, D(C) ",6.59,78,D(C),37,3262,0,4,1,3.7,1,1.6,1.9,0.7,0.6,3.6,0.5,0.9,0,1,0.4,0.0,0.5,0.0,0.1,0.2,0.1,41.9,82.8,0.0,4.0,0.0,DEF
Terence Kongolo,"Terence Kongolo Huddersfield, 25, D(CL) ",6.58,78,D(CL),32,2722,1,4,0,1.7,0,2.3,2.0,0.6,0.4,3.0,0.6,0.5,1,1,0.4,0.3,0.8,0.1,0.1,0.5,0.3,35.9,78.0,0.1,2.2,0.0,DEF
Jack Cork,"Jack Cork Burnley, 30, DMC ",6.58,78,DMC,37,3313,2,6,0,1.4,0,1.4,0.8,0.8,0.0,2.1,0.8,0.4,0,1,0.5,0.8,1.0,0.1,1.0,1.2,0.5,35.9,81.2,0.1,2.1,0.1,DEF
Yerry Mina,"Yerry Mina Everton, 24, D(C) ",6.57,78,D(C),10,893,0,3,0,2.9,0,1.1,0.6,1.0,0.5,3.8,0.2,0.4,0,1,0.3,0.0,0.4,0.1,0.2,0.5,0.2,38.8,84.1,0.0,2.8,0.0,DEF
Lucas Pérez,"Lucas Pérez West Ham, 30, AM(CR),FW ",6.32,78,"AM(CR), FW",4,469,0,0,0,0.2,0,0.4,0.1,0.3,0.0,0.2,0.1,0.0,0,3,0.6,0.3,0.2,0.2,0.5,1.0,0.5,9.5,70.6,0.1,0.1,0.0,OFF
Andreas Pereira,"Andreas Pereira Manchester United, 23, AM(CLR) ",6.26,78,AM(CLR),6,597,1,5,0,0.2,0,0.5,0.7,0.8,0.0,0.5,0.7,0.1,0,1,0.5,0.5,0.3,0.1,0.9,0.6,0.6,23.5,82.4,0.2,0.8,0.0,MID
Duván Zapata,"Duván Zapata Atalanta, 28, FW ",7.32,78,FW,32,2900,7,5,0,1.8,4,0.2,0.1,1.6,0.0,0.6,0.2,0.2,0,23,3.2,1.1,2.2,0.8,2.5,4.1,1.8,18.8,79.0,0.1,0.5,0.1,OFF
Leonardo Pavoletti,"Leonardo Pavoletti Cagliari, 30, FW ",7.32,78,FW,31,2738,1,6,0,7.4,9,1.0,0.2,2.5,0.1,0.8,0.3,0.1,0,16,2.6,0.3,1.1,0.7,1.0,2.3,0.8,26.3,69.0,0.0,0.4,0.0,OFF
Cristian Ansaldi,"Cristian Ansaldi Torino, 32, D(CLR),DMC,M(LR) ",7.19,78,"D(CLR), DMC, M(LR)",23,1816,2,3,0,0.2,2,2.1,0.6,0.9,0.1,0.9,0.6,0.2,0,3,1.6,2.2,1.3,0.1,1.4,2.0,1.5,24.2,73.3,1.7,2.3,0.0,DEF
Joaquín Correa,"Joaquín Correa Lazio, 25, AM(CL),FW ",7.03,78,"AM(CL), FW",18,1919,6,5,0,0.6,1,0.6,0.1,0.8,0.0,0.2,0.4,0.1,0,5,2.1,2.1,1.2,0.2,0.8,1.7,1.7,25.1,86.1,0.2,0.5,0.1,OFF
Lorenzo Pellegrini,"Lorenzo Pellegrini Roma, 23, M(C) ",7,78,M(C),21,1828,3,6,0,0.8,2,1.6,0.5,1.3,0.0,0.8,0.8,0.1,0,2,1.8,1.0,1.3,0.2,1.3,2.0,2.4,33.9,80.0,1.6,1.4,0.1,MID
Domenico Berardi,"Domenico Berardi Sassuolo, 25, AM(R),FW ",6.98,78,"AM(R), FW",32,2885,4,5,1,0.7,3,1.1,0.7,1.9,0.0,0.7,1.7,0.1,0,8,3.6,1.3,2.6,0.3,1.4,2.2,1.7,34.0,77.0,0.7,1.0,0.1,OFF
Federico Chiesa,"Federico Chiesa Fiorentina, 21, M(CLR),FW ",6.98,78,"M(CLR), FW",34,3038,3,4,0,0.4,3,1.2,0.3,1.5,0.0,0.1,0.8,0.0,0,6,3.6,2.1,1.6,0.3,1.8,2.9,1.5,22.5,72.1,0.4,0.7,0.1,OFF
Roberto Gagliardini,"Roberto Gagliardini Inter, 25, DMC ",6.96,78,DMC,13,1085,0,4,0,1.9,2,1.2,0.8,1.5,0.0,0.9,0.9,0.2,0,5,1.3,0.3,1.0,0.1,0.5,1.2,0.7,41.8,87.4,0.1,1.2,0.1,DEF
Manuel Lazzari,"Manuel Lazzari SPAL 2013, 25, M(R) ",6.93,78,M(R),33,2842,8,7,0,0.3,2,0.9,0.6,0.8,0.2,1.2,0.3,0.2,0,0,1.0,2.0,1.8,0.0,1.3,1.8,1.7,31.1,82.1,2.0,0.6,0.0,MID
Mattia De Sciglio,"Mattia De Sciglio Juventus, 26, D(LR),M(LR) ",6.89,78,"D(LR), M(LR)",19,1742,1,2,0,1.4,0,1.8,1.2,0.7,0.0,2.0,0.5,0.3,0,0,0.3,0.4,0.6,0.1,0.5,0.6,0.6,45.9,82.8,0.5,3.0,0.0,DEF
Gervinho,"Gervinho Parma Calcio 1913, 32, M(LR),FW ",6.88,78,"M(LR), FW",27,2310,2,3,0,0.0,3,0.6,0.3,0.4,0.0,0.0,0.3,0.0,0,11,1.5,2.1,1.1,0.5,1.9,2.5,0.7,17.0,82.1,0.0,0.2,0.1,OFF
Nikola Maksimovic,"Nikola Maksimovic Napoli, 27, D(CR),M(R) ",6.87,78,"D(CR), M(R)",15,1375,0,4,0,1.6,0,1.2,1.6,0.6,0.4,3.1,0.4,0.5,0,0,0.1,0.2,1.0,0.1,0.1,0.4,0.2,50.4,92.9,0.0,2.7,0.0,DEF
Davide Calabria,"Davide Calabria AC Milan, 22, D(LR),M(R) ",6.84,78,"D(LR), M(R)",22,1954,1,5,0,0.5,0,3.0,1.2,0.5,0.2,2.2,1.2,0.0,0,1,0.4,0.5,0.7,0.0,0.6,1.0,0.8,47.4,83.1,0.5,1.9,0.0,DEF
Gregoire Defrel,"Gregoire Defrel Sampdoria, 28, AM(CR),FW ",6.82,78,"AM(CR), FW",26,2343,3,2,0,0.6,3,1.1,0.1,1.1,0.0,0.2,0.3,0.0,0,11,1.3,0.8,0.9,0.2,1.4,1.6,0.7,21.5,84.5,0.2,0.2,0.0,OFF
Bryan Cristante,"Bryan Cristante Roma, 24, M(C) ",6.81,78,M(C),26,2421,3,10,0,1.9,1,1.8,0.8,1.8,0.0,1.3,0.9,0.1,0,4,1.2,0.9,0.4,0.0,1.0,0.8,0.8,36.9,82.2,0.1,2.1,0.1,MID
Rafael Tolói,"Rafael Tolói Atalanta, 28, D(C) ",6.81,78,D(C),20,1748,3,1,0,1.3,0,1.3,1.6,0.4,0.6,2.6,0.4,0.4,1,1,1.2,0.4,0.7,0.0,0.4,0.6,0.6,56.1,85.1,0.0,3.2,0.1,DEF
Lucas Castro,"Lucas Castro Cagliari, 30, AM(CLR) ",6.81,78,AM(CLR),10,900,3,1,0,0.8,1,1.5,1.4,1.4,0.0,0.5,1.3,0.3,0,1,0.8,0.6,0.8,0.2,1.8,2.5,1.3,36.8,80.0,0.8,0.9,0.0,MID
Giovanni Simeone,"Giovanni Simeone Fiorentina, 24, AM(R),FW ",6.64,78,"AM(R), FW",27,2459,3,2,0,1.1,1,1.2,0.1,1.3,0.0,0.3,0.6,0.1,0,6,1.8,0.7,1.6,0.4,1.7,2.8,0.8,9.3,68.7,0.1,0.1,0.1,OFF
Vlad Chiriches,"Vlad Chiriches Napoli, 29, D(CR) ",6.56,78,D(CR),3,149,0,0,0,1.3,0,0.7,0.3,0.7,1.0,0.3,0.7,0.7,0,0,0.3,0.7,0.3,0.0,0.0,0.7,0.0,43.7,93.9,0.0,4.0,0.0,DEF
Emiliano Rigoni,"Emiliano Rigoni Atalanta, 26, AM(CLR) ",6.5,78,AM(CLR),6,522,0,1,0,0.3,1,0.5,0.3,0.4,0.0,0.3,0.3,0.0,0,3,1.3,1.3,0.4,0.4,1.5,1.7,0.8,15.9,73.3,0.4,0.8,0.0,MID
Bastos,"Bastos Lazio, 28, D(C) ",6.49,78,D(C),11,1137,0,3,0,1.0,0,1.2,0.4,0.7,0.2,2.3,0.6,0.4,0,1,0.6,0.6,0.4,0.1,0.2,0.4,0.1,30.6,86.0,0.0,1.8,0.0,DEF
Riccardo Saponara,"Riccardo Saponara Sampdoria, 27, AM(C) ",6.44,78,AM(C),11,908,4,3,0,0.3,0,0.5,0.2,0.7,0.0,0.4,0.4,0.0,0,2,1.1,0.7,0.7,0.3,1.8,1.5,1.1,20.3,69.4,0.1,0.7,0.1,MID
Diego Laxalt,"Diego Laxalt AC Milan, 26, D(L),M(CL) ",6.35,78,"D(L), M(CL)",6,640,0,2,0,0.3,0,1.3,0.4,0.8,0.0,0.6,0.5,0.2,0,0,0.3,0.4,0.3,0.0,0.5,0.6,0.4,16.0,77.8,0.4,0.8,0.1,DEF
Jadon Sancho,"Jadon Sancho Borussia Dortmund, 19, AM(LR) ",7.52,77,AM(LR),26,2464,14,2,0,0.0,7,0.6,0.4,0.1,0.0,0.1,0.6,0.0,0,12,1.2,3.3,1.1,0.1,1.7,2.7,1.9,38.3,84.9,0.8,0.6,0.1,MID
Filip Kostic,"Filip Kostic Eintracht Frankfurt, 26, M(LR),FW ",7.26,77,"M(LR), FW",33,2961,10,4,0,1.3,5,1.9,0.7,0.8,0.1,1.1,1.2,0.2,0,6,1.8,1.7,1.1,0.1,1.4,1.7,1.4,29.7,64.7,1.4,1.4,0.1,OFF
Florian Grillitsch,"Florian Grillitsch Hoffenheim, 24, DMC,M(L) ",7.06,77,"DMC, M(L)",27,2395,3,8,0,1.6,0,2.6,2.4,1.4,0.1,1.7,1.5,0.3,0,0,1.1,0.8,1.6,0.0,0.4,0.9,0.9,51.6,83.5,0.2,3.5,0.1,DEF
Bastian Oczipka,"Bastian Oczipka Schalke 04, 30, D(CL),M(L) ",7,77,"D(CL), M(L)",21,1876,5,3,0,0.6,0,2.0,1.1,0.8,0.0,1.0,0.2,0.2,0,1,0.6,1.1,1.1,0.0,1.0,1.0,2.1,36.8,77.1,2.4,1.0,0.0,DEF
Nordi Mukiele,"Nordi Mukiele RasenBallsport Leipzig, 21, D(CR),M(R) ",6.99,77,"D(CR), M(R)",14,1227,1,3,0,2.1,0,2.0,1.3,1.0,0.4,1.8,0.2,0.2,0,1,0.4,0.9,1.1,0.0,0.7,1.1,0.6,30.5,72.8,0.4,1.5,0.1,DEF
Aarón Martín,"Aarón Martín Mainz 05, 22, D(L) ",6.98,77,D(L),32,2879,3,3,0,0.7,3,1.7,1.2,0.9,0.1,1.8,0.5,0.3,0,0,0.5,1.4,0.8,0.2,0.7,0.7,1.9,36.2,81.9,1.6,1.8,0.0,DEF
Nico Elvedi,"Nico Elvedi Borussia M.Gladbach, 22, D(CLR) ",6.91,77,D(CLR),30,2626,1,1,0,2.7,2,1.4,1.6,0.6,0.8,4.3,0.3,0.4,0,2,0.5,0.3,0.5,0.0,0.1,0.3,0.1,68.9,92.7,0.0,3.0,0.0,DEF
Wendell,"Wendell Bayer Leverkusen, 26, D(CL),M(L) ",6.9,77,"D(CL), M(L)",25,2278,2,5,0,1.5,1,2.7,1.0,1.3,0.3,2.0,0.8,0.5,0,2,0.4,0.3,0.5,0.0,0.2,1.0,0.6,58.9,85.7,0.3,2.4,0.0,DEF
Makoto Hasebe,"Makoto Hasebe Eintracht Frankfurt, 35, D(CR),M(CR) ",6.87,77,"D(CR), M(CR)",28,2520,0,4,0,1.1,0,1.9,1.4,0.6,1.0,3.5,0.6,0.8,0,0,0.1,0.2,1.1,0.0,0.2,0.3,0.3,52.0,85.0,0.0,5.3,0.0,DEF
Dayot Upamecano,"Dayot Upamecano RasenBallsport Leipzig, 20, D(C) ",6.86,77,D(C),14,1292,0,5,0,3.1,0,1.5,2.2,1.1,0.7,2.9,0.2,0.3,0,0,0.7,0.5,0.3,0.0,0.6,0.6,0.2,49.9,82.5,0.0,2.9,0.0,DEF
Danny da Costa,"Danny da Costa Eintracht Frankfurt, 26, D(R),M(R) ",6.85,77,"D(R), M(R)",34,3035,4,1,0,1.6,1,1.8,0.9,1.0,0.1,1.6,0.7,0.3,0,2,0.6,0.8,0.6,0.4,0.7,1.3,1.0,26.9,62.9,0.6,1.2,0.0,DEF
Caiuby,"Caiuby Augsburg, 31, AM(CL),FW ",6.79,77,"AM(CL), FW",10,1007,1,3,0,4.1,0,0.9,0.4,1.4,0.0,0.6,0.6,0.1,0,1,2.3,0.8,1.3,0.2,0.9,2.2,1.0,26.2,69.8,0.4,1.0,0.0,OFF
Ludwig Augustinsson,"Ludwig Augustinsson Werder Bremen, 25, D(L),M(L) ",6.76,77,"D(L), M(L)",34,3028,4,5,0,1.9,0,1.6,1.1,1.2,0.1,2.1,0.5,0.3,0,1,0.6,0.4,0.8,0.1,0.4,1.1,0.8,45.3,79.9,1.1,1.8,0.0,DEF
Mitchell Weiser,"Mitchell Weiser Bayer Leverkusen, 25, D(R),M(R) ",6.76,77,"D(R), M(R)",22,2111,3,3,0,0.7,2,2.1,0.9,1.1,0.2,1.3,0.8,0.1,1,1,0.4,1.0,1.3,0.1,1.0,1.4,1.0,42.9,82.1,0.5,1.4,0.1,DEF
Waldemar Anton,"Waldemar Anton Hannover 96, 23, D(C),DMC ",6.72,77,"D(C), DMC",34,3060,0,4,0,2.5,0,1.4,2.0,0.7,0.6,4.9,0.8,1.0,1,1,0.7,0.5,0.6,0.0,0.4,0.6,0.1,50.4,83.6,0.0,3.8,0.0,DEF
Aleksandar Dragovic,"Aleksandar Dragovic Bayer Leverkusen, 28, D(C) ",6.7,77,D(C),13,1333,0,4,0,1.6,0,1.0,1.4,0.6,0.3,3.4,0.3,0.4,0,2,0.2,0.0,0.3,0.1,0.1,0.4,0.2,60.5,89.8,0.0,5.8,0.0,DEF
Dominique Heintz,"Dominique Heintz Freiburg, 26, D(CL) ",6.69,77,D(CL),34,3054,1,5,0,1.8,0,1.2,1.3,0.9,0.3,6.3,0.4,0.6,0,1,0.3,0.6,0.3,0.1,0.3,0.6,0.2,48.5,82.1,0.1,4.3,0.1,DEF
Tobias Strobl,"Tobias Strobl Borussia M.Gladbach, 29, D(CR),DMC ",6.69,77,"D(CR), DMC",26,2295,4,4,0,1.3,0,1.1,1.0,0.9,0.1,1.1,0.7,0.5,0,0,0.3,0.2,0.8,0.0,0.3,0.7,0.6,51.3,89.9,0.0,5.0,0.1,DEF
Davie Selke,"Davie Selke Hertha Berlin, 24, FW ",6.69,77,FW,16,1731,5,4,0,3.5,1,0.2,0.0,0.9,0.0,0.2,0.2,0.0,0,3,1.5,0.7,0.9,0.4,1.0,1.4,0.6,15.1,59.7,0.1,0.2,0.0,OFF
Danny Latza,"Danny Latza Mainz 05, 29, DMC ",6.69,77,DMC,22,1873,3,4,0,1.3,1,1.7,0.8,1.0,0.0,1.1,1.7,0.4,0,0,1.6,0.7,1.7,0.1,1.0,1.6,1.0,42.3,80.7,0.1,2.3,0.2,DEF
Vedad Ibisevic,"Vedad Ibisevic Hertha Berlin, 35, FW ",6.68,77,FW,25,1826,2,5,1,2.4,1,0.4,0.1,1.3,0.0,0.7,0.3,0.1,1,10,1.8,0.5,0.5,0.9,0.9,2.4,0.6,14.9,72.2,0.0,0.6,0.1,OFF
Daniel Ginczek,"Daniel Ginczek Wolfsburg, 28, FW ",6.68,77,FW,12,1275,2,4,0,1.1,3,0.4,0.1,0.6,0.0,0.8,0.6,0.1,0,6,1.5,0.6,0.6,0.2,1.0,1.8,0.5,13.9,58.7,0.3,0.7,0.0,OFF
Marcel Schmelzer,"Marcel Schmelzer Borussia Dortmund, 31, D(CL),M(L) ",6.65,77,"D(CL), M(L)",7,566,1,1,0,1.0,0,1.0,0.9,0.4,0.7,1.2,0.4,0.1,0,0,0.4,0.4,1.2,0.1,0.4,0.8,0.3,37.8,84.9,0.3,0.8,0.0,DEF
Michael Lang,"Michael Lang Borussia M.Gladbach, 28, D(R),M(R) ",6.64,77,"D(R), M(R)",15,1262,0,0,0,1.2,0,0.8,0.9,0.6,0.1,2.2,0.6,0.2,0,1,0.6,0.1,0.4,0.1,0.1,0.2,0.2,38.5,83.6,0.3,1.5,0.0,DEF
Denis Zakaria,"Denis Zakaria Borussia M.Gladbach, 22, DMC ",6.63,77,DMC,21,1959,0,7,0,0.5,0,1.3,0.8,1.0,0.0,0.6,0.6,0.3,0,4,1.2,0.9,0.6,0.0,0.7,1.2,0.5,24.0,83.2,0.1,1.2,0.0,DEF
Martin Harnik,"Martin Harnik Werder Bremen, 32, M(LR),FW ",6.58,77,"M(LR), FW",10,829,2,2,0,1.2,0,0.7,0.2,0.9,0.1,0.4,0.6,0.0,0,4,1.6,0.3,0.3,0.4,0.5,1.5,0.7,14.3,63.0,0.1,0.4,0.0,OFF
Patrick Herrmann,"Patrick Herrmann Borussia M.Gladbach, 28, M(LR),FW ",6.56,77,"M(LR), FW",10,1075,2,1,0,0.3,0,0.8,0.3,0.7,0.0,0.5,0.5,0.1,0,3,0.8,0.5,0.4,0.1,0.3,0.5,1.0,16.9,80.5,0.8,0.7,0.0,OFF
Per Skjelbred,"Per Skjelbred Hertha Berlin, 32, M(CR) ",6.56,77,M(CR),12,998,1,3,0,0.8,0,1.6,1.3,0.9,0.0,0.8,1.1,0.1,0,0,0.3,0.6,0.6,0.1,0.7,1.0,0.5,35.3,86.7,0.1,0.9,0.0,MID
Christian Gentner,"Christian Gentner VfB Stuttgart, 34, M(CLR) ",6.55,77,M(CLR),24,2024,5,3,0,1.3,1,2.1,1.1,1.0,0.0,1.2,1.2,0.1,1,0,1.0,0.4,1.1,0.1,0.6,1.2,0.6,33.7,71.6,0.4,2.3,0.1,MID
Gonzalo Castro,"Gonzalo Castro VfB Stuttgart, 32, M(CR) ",6.55,77,M(CR),19,1694,4,4,0,0.5,0,2.0,1.2,1.2,0.0,0.8,1.0,0.2,0,2,0.5,0.2,0.6,0.0,0.8,0.8,1.2,32.0,77.0,1.1,1.8,0.0,MID
Alessandro Schöpf,"Alessandro Schöpf Schalke 04, 25, M(CLR) ",6.53,77,M(CLR),11,1003,0,3,0,0.3,0,1.7,0.6,1.9,0.1,0.7,1.1,0.0,0,1,1.2,1.1,0.7,0.0,1.5,1.8,0.9,28.7,80.7,0.2,0.9,0.1,MID
Marco Fabián,"Marco Fabián Eintracht Frankfurt, 30, AM(CR),FW ",6.52,77,"AM(CR), FW",1,63,0,0,0,0.0,0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,0.0,1.0,4.0,0.0,12.0,66.7,0.0,0.0,0.0,OFF
Dominik Kohr,"Dominik Kohr Bayer Leverkusen, 25, DMC ",6.49,77,DMC,10,968,2,4,0,0.7,1,2.3,0.8,1.2,0.0,0.9,1.2,0.7,0,0,0.8,0.2,0.7,0.0,0.6,0.6,0.5,27.9,80.1,0.1,1.1,0.1,DEF
Marius Wolf,"Marius Wolf Borussia Dortmund, 24, D(R),M(CLR) ",6.48,77,"D(R), M(CLR)",10,831,0,1,1,0.6,0,0.9,0.8,0.8,0.1,0.8,0.5,0.0,0,1,0.4,0.7,0.8,0.1,0.9,0.7,0.4,35.1,84.5,0.2,0.7,0.0,DEF
Fabian Johnson,"Fabian Johnson Borussia M.Gladbach, 31, D(LR),M(CLR) ",6.32,77,"D(LR), M(CLR)",11,1010,0,1,0,0.6,0,0.7,0.6,0.2,0.1,0.7,0.1,0.2,0,1,0.2,0.1,0.8,0.2,0.4,0.7,0.2,27.9,80.1,0.1,0.6,0.0,DEF
Jean-Kévin Augustin,"Jean-Kévin Augustin RasenBallsport Leipzig, 22, AM(R),FW ",6.32,77,"AM(R), FW",4,452,0,0,0,0.1,0,0.1,0.2,0.6,0.0,0.0,0.1,0.0,0,3,0.8,0.5,0.9,0.3,0.9,1.2,0.5,5.1,79.1,0.1,0.0,0.0,OFF
Jonathan Calleri,"Jonathan Calleri Deportivo Alaves, 25, FW ",7.08,77,FW,33,2878,2,6,0,6.0,7,0.6,0.2,2.1,0.0,1.6,0.7,0.2,0,9,2.4,1.2,2.1,0.4,2.2,3.4,0.9,20.3,59.1,0.3,0.4,0.0,OFF
Cote,"Cote Eibar, 29, D(L) ",7.06,77,D(L),34,3035,1,9,0,1.4,1,1.9,1.2,0.6,0.5,2.8,0.7,0.1,0,1,0.7,1.3,0.5,0.0,0.5,0.6,1.6,42.5,68.1,2.0,5.1,0.0,DEF
Rubén Peña,"Rubén Peña Eibar, 28, D(R),M(L) ",7.04,77,"D(R), M(L)",30,2674,2,3,0,0.7,1,2.0,1.1,0.8,0.5,1.3,0.9,0.3,0,1,0.7,2.0,1.1,0.0,0.9,1.5,1.4,43.5,71.5,1.6,3.9,0.0,DEF
Sofiane Boufal,"Sofiane Boufal Celta Vigo, 25, AM(CLR),FW ",7.03,77,"AM(CLR), FW",25,2100,3,6,0,0.5,1,1.0,0.3,1.2,0.0,0.2,0.9,0.0,0,3,1.5,4.1,1.7,0.0,1.8,2.6,1.1,22.9,80.0,0.3,0.8,0.1,OFF
Yeray Álvarez,"Yeray Álvarez Athletic Bilbao, 24, D(C) ",6.98,77,D(C),30,2614,0,10,0,3.4,2,1.8,2.1,1.0,0.8,4.8,0.5,0.5,0,0,0.4,0.2,0.8,0.0,0.3,0.3,0.1,42.8,80.1,0.0,3.0,0.0,DEF
Jorge Molina,"Jorge Molina Getafe, 37, FW ",6.97,77,FW,28,2651,5,2,0,2.4,4,0.3,0.2,1.2,0.0,0.7,0.3,0.0,0,14,1.5,0.9,1.2,0.6,1.3,2.3,1.2,19.3,66.7,0.1,0.4,0.2,OFF
Fabián Orellana,"Fabián Orellana Eibar, 33, AM(CLR) ",6.97,77,AM(CLR),31,2739,5,4,0,0.8,5,1.3,0.6,0.7,0.0,0.1,1.0,0.0,0,3,2.4,2.5,1.8,0.2,3.0,2.4,1.5,35.3,77.8,0.7,1.3,0.1,MID
Borja Iglesias,"Borja Iglesias Espanyol, 26, FW ",6.93,77,FW,35,3082,3,5,0,1.8,2,0.6,0.2,1.5,0.0,1.1,0.5,0.2,0,17,2.4,0.6,1.4,1.2,1.8,3.0,1.1,18.2,70.5,0.0,0.4,0.1,OFF
Jony,"Jony Deportivo Alaves, 28, AM(LR) ",6.89,77,AM(LR),34,2985,10,3,0,0.1,1,0.6,0.6,0.9,0.0,0.3,0.8,0.0,0,5,1.5,1.7,0.9,0.4,1.7,3.0,2.4,21.6,65.3,2.0,1.7,0.1,MID
Damián Suárez,"Damián Suárez Getafe, 31, D(R) ",6.89,77,D(R),36,3240,3,13,0,0.9,0,2.7,1.3,1.6,0.6,1.4,1.9,0.2,0,0,0.4,0.6,1.5,0.1,0.6,0.8,1.7,36.8,65.0,1.7,4.0,0.0,DEF
Okay Yokuslu,"Okay Yokuslu Celta Vigo, 25, D(C),DMC ",6.87,77,"D(C), DMC",26,2205,0,10,0,2.6,1,2.0,1.2,1.4,0.1,1.7,0.6,0.4,0,2,0.6,0.9,1.1,0.0,0.7,0.9,0.4,46.2,86.1,0.0,2.7,0.0,DEF
Yuri,"Yuri Athletic Bilbao, 29, D(L),M(L) ",6.87,77,"D(L), M(L)",35,3121,2,9,1,2.2,1,1.3,1.2,1.1,0.1,2.0,0.7,0.3,0,2,0.8,0.9,2.2,0.1,0.5,1.2,0.5,39.1,81.9,0.6,1.1,0.0,DEF
Cristiano Piccini,"Cristiano Piccini Valencia, 26, D(R) ",6.83,77,D(R),21,1868,0,3,0,1.1,1,1.4,1.2,0.8,0.2,2.5,0.6,0.3,0,1,0.5,1.3,0.6,0.0,0.6,0.9,0.2,33.5,78.5,0.5,1.1,0.0,DEF
