Name,Name.1,Rating,Fifa Ability Overall,Position,Apps,Minutes played,Assists,Yel,Red,Aerials Won per game,Man of the match,Tackles,Interceptions per game,Fouls,Offside won per game,Clearances per game,Dribbled past per game,Outfielder Block Per Game,OwnG,Goals,Shots per game,Dribbles per game,Fouled per game,Offsides per game,Dispossessed per game,Bad control per game,Key passes per game,Passes per game,Pass success percentage,Crosses,Long balls per game,Through balls per game,pos
Yannick Cahuzac,"Yannick Cahuzac Toulouse, 34, DMC ",6.4,72,DMC,15,1428,0,8,1,1.5,0,1.4,1.1,1.0,0.1,2.3,0.7,0.2,0,1,0.1,0.0,0.8,0.0,0.1,0.2,0.3,23.7,81.8,0.0,0.4,0.0,DEF
Yacine Bammou,"Yacine Bammou Caen, 27, AM(CLR),FW ",6.4,72,"AM(CLR), FW",9,919,0,2,0,1.4,0,0.8,0.5,0.5,0.0,0.9,0.3,0.2,0,2,1.0,0.2,0.5,0.2,1.0,1.2,0.4,17.6,76.3,0.2,0.3,0.0,OFF
Bassem Srarfi,"Bassem Srarfi Nice, 22, AM(R) ",6.38,72,AM(R),8,813,0,2,0,0.4,0,0.9,0.2,0.6,0.0,0.2,0.5,0.0,0,1,0.5,1.0,1.0,0.2,0.4,1.0,0.5,13.8,81.3,0.2,0.6,0.0,MID
Remi Walter,"Remi Walter Nice, 24, M(CR) ",6.35,72,M(CR),8,828,0,1,0,0.3,0,1.1,0.3,0.5,0.0,0.5,0.5,0.1,0,2,0.5,0.3,0.7,0.0,0.6,0.6,0.5,27.2,91.1,0.2,0.5,0.0,MID
Romain Métanire,"Romain Métanire Reims, 29, D(R) ",6.35,72,D(R),4,313,0,1,1,0.4,0,2.4,1.2,1.2,0.0,1.8,0.4,0.6,0,0,0.2,0.2,1.0,0.2,0.4,0.8,0.2,16.2,72.8,0.0,1.0,0.0,DEF
Oualid El Hajjam,"Oualid El Hajjam Amiens, 28, D(R) ",6.35,72,D(R),6,542,0,1,0,1.1,0,1.3,1.1,0.9,0.0,1.9,0.9,0.2,0,0,0.1,0.5,0.7,0.0,0.4,0.6,0.1,19.5,72.6,0.2,1.2,0.0,DEF
Ismaël Diomandé,"Ismaël Diomandé Caen, 27, D(C),DMC ",6.31,72,"D(C), DMC",14,1297,1,4,1,0.8,0,1.6,0.6,1.5,0.1,2.0,0.5,0.4,0,0,0.5,0.4,1.0,0.1,0.7,0.7,0.2,32.9,82.5,0.1,3.2,0.0,DEF
Alexandre Mendy,"Alexandre Mendy Guingamp, 25, FW ",6.3,72,FW,8,765,0,2,0,1.3,0,0.3,0.1,0.9,0.0,0.4,0.3,0.0,0,3,1.4,0.3,0.6,0.6,0.8,1.6,0.4,7.2,72.2,0.1,0.1,0.0,OFF
Corentin Jean,"Corentin Jean Toulouse, 24, AM(LR),FW ",6.26,72,"AM(LR), FW",6,623,0,1,0,0.8,0,0.5,0.1,0.4,0.1,0.2,0.3,0.0,0,0,0.7,0.3,0.8,0.3,0.9,1.2,0.5,9.3,79.0,0.3,0.2,0.0,OFF
Steven Moreira,"Steven Moreira Toulouse, 25, D(LR),M(R) ",6.2,72,"D(LR), M(R)",10,864,0,2,0,0.5,0,1.9,1.0,1.3,0.4,1.2,0.7,0.0,0,0,0.7,0.5,0.5,0.2,1.0,1.7,0.4,29.3,77.1,0.3,0.9,0.0,DEF
Frédéric Sammaritano,"Frédéric Sammaritano Dijon, 33, AM(LR) ",6.18,72,AM(LR),6,537,0,2,1,0.0,0,0.8,0.6,1.0,0.0,0.1,0.6,0.1,0,0,0.7,0.1,0.4,0.1,0.6,0.9,0.4,13.9,83.0,0.6,0.6,0.0,MID
Philip Billing,"Philip Billing Huddersfield, 23, DMC ",7.08,72,DMC,25,2192,0,7,0,3.3,3,2.7,2.0,1.4,0.2,1.5,0.9,0.6,0,2,1.6,0.7,1.1,0.1,1.0,2.0,0.8,39.8,78.6,0.3,2.9,0.0,DEF
Isaac Hayden,"Isaac Hayden Newcastle United, 24, DMC ",6.96,72,DMC,21,1864,4,3,1,2.2,2,2.9,1.6,1.3,0.1,1.1,0.7,0.2,0,1,0.9,0.5,0.6,0.0,1.0,1.3,0.9,28.8,79.4,0.2,1.0,0.1,DEF
Juan Foyth,"Juan Foyth Tottenham, 21, D(CR) ",6.93,72,D(CR),10,890,0,3,1,2.1,1,2.6,0.8,1.3,0.8,4.0,0.4,0.4,0,1,0.3,1.6,0.8,0.0,0.8,0.9,0.3,48.8,85.2,0.0,1.8,0.1,DEF
Jonjoe Kenny,"Jonjoe Kenny Everton, 22, D(R) ",6.78,72,D(R),8,790,1,1,0,2.3,0,2.1,1.7,1.0,0.7,3.0,0.8,0.2,0,0,0.3,0.5,0.1,0.0,0.9,0.7,0.6,42.8,72.0,0.4,1.8,0.0,DEF
Joe Bennett,"Joe Bennett Cardiff, 29, D(L),M(L) ",6.77,72,"D(L), M(L)",30,2641,1,5,0,1.2,0,1.7,2.0,0.7,0.1,2.8,0.5,0.3,0,0,0.3,0.8,1.2,0.0,0.4,0.3,0.5,23.1,71.8,0.4,1.4,0.0,DEF
Phil Bardsley,"Phil Bardsley Burnley, 34, D(LR) ",6.66,72,D(LR),19,1672,0,9,0,1.7,0,1.7,1.6,1.2,0.1,3.5,0.5,0.6,1,0,0.6,0.2,0.6,0.0,0.3,0.5,0.4,29.2,69.0,0.5,1.9,0.0,DEF
Diogo Dalot,"Diogo Dalot Manchester United, 20, D(LR),M(R) ",6.63,72,"D(LR), M(R)",12,1015,2,3,0,1.4,0,1.5,0.6,0.8,0.4,1.9,0.3,0.1,0,0,0.9,0.7,0.1,0.1,0.3,0.6,1.1,26.4,70.9,0.9,0.6,0.0,DEF
Yves Bissouma,"Yves Bissouma Brighton, 23, M(C) ",6.63,72,M(C),17,1771,0,5,0,1.0,1,2.2,1.2,1.4,0.0,0.9,0.6,0.2,0,0,1.1,1.7,0.9,0.1,1.1,1.5,0.5,25.5,81.8,0.1,0.9,0.0,MID
Cyrus Christie,"Cyrus Christie Fulham, 26, D(R),M(R) ",6.61,72,"D(R), M(R)",19,1945,1,7,0,2.0,0,1.5,1.0,1.0,0.2,2.9,0.8,0.4,0,0,0.4,1.0,0.5,0.1,1.0,1.0,0.6,31.6,76.4,0.6,0.8,0.0,DEF
Josh Murphy,"Josh Murphy Cardiff, 24, AM(LR),FW ",6.54,72,"AM(LR), FW",22,1826,2,2,0,0.4,1,0.9,0.4,0.5,0.0,0.3,0.7,0.0,0,3,1.6,1.3,1.9,0.3,1.3,1.5,0.6,10.6,60.4,0.5,0.4,0.1,OFF
Beram Kayal,"Beram Kayal Brighton, 31, DMC ",6.49,72,DMC,9,937,1,4,0,0.9,1,1.6,0.8,1.0,0.0,1.4,0.9,0.6,0,1,0.3,0.6,0.4,0.0,0.6,0.7,0.2,15.1,71.2,0.1,0.5,0.0,DEF
Rajiv van La Parra,"Rajiv van La Parra Huddersfield, 28, AM(LR),FW ",6.32,72,"AM(LR), FW",5,407,0,0,0,0.2,0,1.6,0.8,0.8,0.0,0.2,1.0,0.0,0,0,1.0,1.4,2.8,0.0,4.2,2.2,0.8,21.0,85.7,0.0,1.2,0.2,OFF
Kenneth Zohore,"Kenneth Zohore Cardiff, 25, FW ",6.31,72,FW,7,747,1,1,0,2.2,0,0.2,0.1,0.7,0.0,0.3,0.1,0.1,0,1,0.9,0.3,1.1,0.2,0.7,1.2,0.6,7.2,62.5,0.1,0.1,0.1,OFF
Jason Puncheon,"Jason Puncheon Huddersfield, 33, M(CLR) ",6.31,72,M(CLR),5,383,0,1,0,1.0,0,1.2,0.7,1.5,0.0,1.3,1.0,0.2,0,0,1.0,0.8,0.3,0.2,2.0,2.0,0.8,33.3,79.5,0.3,2.0,0.2,MID
Jacob Murphy,"Jacob Murphy Newcastle United, 24, AM(LR) ",6.25,72,AM(LR),3,300,1,0,0,0.4,0,0.7,0.1,0.4,0.0,0.7,0.2,0.2,0,0,0.2,0.3,0.0,0.1,0.3,1.1,0.1,4.9,65.9,0.3,0.4,0.0,MID
Isaac Mbenza,"Isaac Mbenza Huddersfield, 23, AM(LR),FW ",6.14,72,"AM(LR), FW",10,984,1,1,0,0.1,0,0.5,0.2,0.4,0.0,0.2,0.1,0.0,0,1,0.7,0.2,0.2,0.2,0.5,0.8,0.3,10.5,75.4,0.3,0.4,0.0,OFF
Robin Gosens,"Robin Gosens Atalanta, 25, D(L),M(CL) ",7.11,72,"D(L), M(CL)",23,1947,2,2,0,1.5,2,2.3,1.4,0.9,0.3,1.7,0.6,0.1,0,3,0.9,0.7,1.1,0.3,0.3,1.4,0.6,34.9,78.9,0.6,1.0,0.0,DEF
Nicola Murru,"Nicola Murru Sampdoria, 24, D(L) ",6.93,72,D(L),34,2937,5,9,0,1.2,1,2.4,1.2,1.0,0.5,2.1,0.4,0.6,0,0,0.5,0.5,0.9,0.0,0.7,0.6,0.9,46.1,78.4,0.8,2.1,0.0,DEF
Stefano Sensi,"Stefano Sensi Sassuolo, 24, AM(C) ",6.91,72,AM(C),23,1980,4,8,0,0.4,1,1.3,1.2,0.9,0.0,0.5,0.9,0.3,0,2,1.3,0.7,2.4,0.0,1.0,1.2,1.9,48.1,89.5,1.1,2.6,0.1,MID
Ali Adnan,"Ali Adnan Atalanta, 25, D(L),M(L) ",6.87,72,"D(L), M(L)",2,166,0,0,0,2.0,0,0.3,1.0,0.7,0.0,2.0,0.3,0.3,0,0,1.0,1.7,0.7,0.0,0.3,0.0,1.0,28.3,70.6,1.0,1.3,0.0,DEF
Thiago Cionek,"Thiago Cionek SPAL 2013, 33, D(CR) ",6.83,72,D(CR),29,2548,3,12,2,2.0,1,2.5,1.8,1.7,0.5,4.2,0.9,0.7,0,0,0.5,0.1,1.2,0.0,0.4,0.7,0.5,47.6,80.9,0.3,2.8,0.0,DEF
Giovanni Di Lorenzo,"Giovanni Di Lorenzo Empoli, 26, D(R),M(R) ",6.75,72,"D(R), M(R)",37,3330,3,8,0,1.0,2,1.8,1.0,1.2,0.3,1.8,0.5,0.4,0,5,0.6,0.8,1.5,0.1,1.2,1.1,1.1,48.0,80.1,0.5,1.6,0.1,DEF
Federico Peluso,"Federico Peluso Sassuolo, 35, D(CL),M(L) ",6.74,72,"D(CL), M(L)",14,1356,0,5,0,1.9,1,1.4,1.4,0.6,0.9,4.0,0.2,0.2,0,1,0.1,0.3,0.9,0.0,0.1,0.1,0.0,50.6,84.7,0.1,2.3,0.0,DEF
Alessandro Murgia,"Alessandro Murgia SPAL 2013, 23, M(C) ",6.7,72,M(C),11,1072,3,1,0,0.5,1,1.5,1.3,1.1,0.0,0.8,1.7,0.1,0,0,0.9,0.2,2.1,0.1,0.8,1.2,1.1,30.6,88.0,0.9,1.0,0.0,MID
Jacopo Dezi,"Jacopo Dezi Parma Calcio 1913, 27, Midfielder ",6.69,72,Midfielder,1,90,0,0,0,1.0,0,1.0,3.0,2.0,0.0,2.0,1.0,0.0,0,0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,40.0,90.0,0.0,1.0,0.0,MID
Moise Kean,"Moise Kean Juventus, 19, FW ",6.69,72,FW,5,536,0,2,0,0.5,1,0.0,0.2,0.7,0.0,0.1,0.1,0.0,0,6,1.5,0.7,0.5,0.2,0.8,1.7,0.4,6.5,79.8,0.0,0.0,0.0,OFF
Jacopo Sala,"Jacopo Sala Sampdoria, 27, D(R),M(CR) ",6.67,72,"D(R), M(CR)",16,1517,1,5,0,0.5,0,1.9,1.0,1.0,0.2,1.7,0.9,0.1,0,0,0.4,0.5,0.8,0.0,0.6,0.8,0.9,47.3,85.3,0.3,1.6,0.1,DEF
Federico Ceccherini,"Federico Ceccherini Fiorentina, 27, D(C) ",6.66,72,D(C),11,994,0,3,0,2.1,0,0.9,1.4,1.1,0.2,2.5,0.3,0.5,0,0,0.1,0.4,1.3,0.1,0.1,0.5,0.2,38.5,85.6,0.1,2.3,0.1,DEF
Christian Nørgaard,"Christian Nørgaard Fiorentina, 25, M(C) ",6.66,72,M(C),4,324,0,0,0,2.3,0,0.7,1.7,1.8,0.0,2.3,0.5,0.0,0,0,0.0,0.3,0.5,0.0,0.5,0.5,0.3,29.3,83.5,0.0,1.2,0.0,MID
Luca Ceppitelli,"Luca Ceppitelli Cagliari, 29, D(C) ",6.63,72,D(C),24,2054,1,6,0,2.5,0,1.7,0.8,0.9,0.8,4.5,0.4,1.0,1,1,0.6,0.1,0.6,0.0,0.1,0.2,0.1,50.2,82.9,0.0,4.6,0.0,DEF
Douglas Costa,"Douglas Costa Juventus, 28, M(CLR) ",6.63,72,M(CLR),7,620,0,2,0,0.0,1,0.6,0.2,0.8,0.0,0.1,0.3,0.0,0,1,1.2,1.8,0.5,0.1,0.8,1.0,1.2,17.5,86.2,0.4,0.9,0.0,MID
Lorenzo Ariaudo,"Lorenzo Ariaudo Frosinone, 30, D(C) ",6.62,72,D(C),19,1684,0,2,0,2.7,0,1.1,0.7,0.8,0.4,5.4,0.2,1.1,1,0,0.3,0.2,1.2,0.1,0.1,0.1,0.2,33.4,83.0,0.0,2.4,0.0,DEF
Fabio Pisacane,"Fabio Pisacane Cagliari, 33, D(CLR) ",6.55,72,D(CLR),24,2266,1,6,0,1.8,0,1.2,0.8,1.0,0.7,3.9,0.5,0.9,0,1,0.3,0.1,0.7,0.0,0.2,0.5,0.2,42.0,83.9,0.0,2.5,0.0,DEF
José Mauri,"José Mauri AC Milan, 23, M(C) ",6.54,72,M(C),2,207,0,0,0,0.4,0,1.6,1.0,1.0,0.0,0.0,0.8,0.0,0,0,0.8,1.0,0.8,0.0,0.6,0.6,0.4,20.0,89.0,0.0,0.8,0.0,MID
Daniel Bessa,"Daniel Bessa Genoa, 26, AM(C) ",6.53,72,AM(C),25,2444,3,8,0,0.4,0,1.7,0.6,1.6,0.0,0.3,0.8,0.1,0,1,0.9,0.5,0.5,0.1,0.9,1.3,1.1,30.4,84.3,0.4,1.3,0.1,MID
Filippo Romagna,"Filippo Romagna Cagliari, 22, D(C) ",6.52,72,D(C),16,1473,0,2,0,1.9,0,0.8,1.1,0.4,0.7,3.7,0.2,0.7,0,0,0.3,0.0,0.8,0.0,0.0,0.2,0.0,37.5,88.4,0.0,2.4,0.0,DEF
Cristian Molinaro,"Cristian Molinaro Frosinone, 36, D(L),M(L) ",6.5,72,"D(L), M(L)",13,1161,0,3,0,1.4,0,1.1,1.1,1.1,0.1,2.6,0.4,0.3,0,0,0.1,0.5,1.6,0.3,0.3,0.4,1.0,31.3,70.5,0.8,2.4,0.0,DEF
Ronaldo Vieira,"Ronaldo Vieira Sampdoria, 21, DMC ",6.46,72,DMC,6,594,0,3,0,1.0,0,1.4,0.6,1.4,0.0,1.7,0.3,0.1,0,0,0.5,0.4,0.4,0.0,0.5,0.1,0.3,28.4,85.1,0.0,1.4,0.0,DEF
Patric,"Patric Lazio, 26, D(CR),M(R) ",6.45,72,"D(CR), M(R)",12,1085,0,1,0,0.8,0,1.3,0.8,0.8,0.1,1.5,0.5,0.5,0,0,1.0,0.1,0.5,0.1,0.3,0.7,0.5,43.3,83.2,0.1,3.4,0.1,DEF
Domenico Maietta,"Domenico Maietta Empoli, 37, D(C) ",6.44,72,D(C),21,1719,0,5,0,1.5,0,1.6,1.1,0.9,0.5,3.6,1.0,0.7,0,0,0.3,0.3,0.2,0.0,0.0,0.3,0.2,45.8,84.9,0.0,4.5,0.0,DEF
Sergio Pellissier,"Sergio Pellissier Chievo, 40, FW ",6.41,72,FW,12,954,1,1,0,1.4,0,0.2,0.1,0.5,0.0,0.3,0.1,0.1,0,4,1.4,0.3,1.3,0.7,0.9,1.4,0.6,9.7,74.6,0.1,0.3,0.0,OFF
Mattia Sprocati,"Mattia Sprocati Parma Calcio 1913, 26, Midfielder ",6.38,72,Midfielder,5,639,0,0,0,0.2,0,0.6,0.4,0.3,0.0,0.3,0.4,0.0,0,1,0.6,0.3,1.4,0.0,0.4,0.4,0.7,12.1,73.1,0.3,0.3,0.1,MID
Alberto Cerri,"Alberto Cerri Cagliari, 23, FW ",6.32,72,FW,7,667,0,3,0,3.2,0,0.2,0.1,1.6,0.1,0.2,0.5,0.1,0,0,1.5,0.3,0.7,0.2,1.1,1.4,0.6,14.3,62.3,0.0,0.5,0.0,OFF
Alessandro Matri,"Alessandro Matri Sassuolo, 35, FW ",6.23,72,FW,6,596,0,3,0,0.4,0,0.1,0.2,0.3,0.1,0.4,0.2,0.1,0,2,0.8,0.2,0.3,0.5,0.7,1.3,0.4,7.9,76.7,0.0,0.1,0.0,OFF
Vasco Regini,"Vasco Regini SPAL 2013, 28, D(CL) ",6.18,72,D(CL),1,81,0,0,0,0.8,0,0.3,0.0,0.8,0.0,1.0,0.5,0.3,0,0,0.0,0.0,0.8,0.0,0.3,0.3,0.0,10.5,73.8,0.0,0.5,0.0,DEF
Fabio Ceravolo,"Fabio Ceravolo Parma Calcio 1913, 32, FW ",6.18,72,FW,12,1183,0,1,0,0.9,0,0.2,0.1,0.9,0.0,0.8,0.4,0.0,0,2,0.8,0.6,0.8,1.2,1.3,1.7,0.4,10.4,72.7,0.0,0.1,0.0,OFF
Stipe Perica,"Stipe Perica Frosinone, 24, FW ",6.16,72,FW,6,467,0,3,0,2.7,0,0.7,0.0,1.9,0.0,0.6,0.3,0.1,0,0,1.7,0.1,1.0,0.1,1.1,1.9,0.0,13.4,67.0,0.0,0.3,0.0,OFF
Marcello Trotta,"Marcello Trotta Frosinone, 26, AM(R),FW ",6.15,72,"AM(R), FW",4,395,0,0,0,0.3,0,0.6,0.3,0.7,0.0,0.2,0.2,0.1,0,0,0.7,0.1,0.3,0.3,0.5,1.3,0.3,9.1,73.4,0.1,0.7,0.0,OFF
Lucas Piazon,"Lucas Piazon Chievo, 25, AM(CLR) ",6.07,72,AM(CLR),0,81,0,0,0,0.0,0,0.5,0.3,0.3,0.0,0.0,0.5,0.0,0,0,0.3,0.3,0.0,0.0,0.5,0.8,0.3,7.3,75.9,0.0,0.3,0.0,MID
Abdou Diallo,"Abdou Diallo Borussia Dortmund, 23, D(CL) ",6.88,71,D(CL),27,2381,1,1,1,1.8,1,1.3,0.9,0.8,0.5,3.1,0.1,0.5,0,1,0.4,1.4,0.4,0.0,0.6,1.0,0.4,64.9,89.0,0.3,4.6,0.0,DEF
Enrico Valentini,"Enrico Valentini Nuernberg, 30, D(R),M(R) ",6.85,71,"D(R), M(R)",15,1302,2,2,0,1.5,0,2.9,0.9,0.7,0.1,3.2,1.2,0.2,0,0,0.5,0.6,0.8,0.0,0.6,1.0,1.6,35.3,67.9,1.8,2.8,0.0,DEF
Dong-Won Ji,"Dong-Won Ji Augsburg, 28, AM(CLR),FW ",6.77,71,"AM(CLR), FW",10,892,1,2,0,1.9,0,0.7,0.6,1.1,0.0,0.6,0.7,0.1,0,4,1.6,1.4,0.6,0.1,1.4,1.7,0.7,25.9,72.5,0.2,0.8,0.1,OFF
Evan Ndicka,"Evan Ndicka Eintracht Frankfurt, 20, D(C) ",6.74,71,D(C),24,2302,1,3,0,2.7,0,1.6,1.1,1.0,0.9,4.2,0.8,0.4,0,1,0.5,0.2,0.3,0.0,0.4,1.1,0.1,40.9,79.3,0.0,3.1,0.0,DEF
Nicolás González,"Nicolás González VfB Stuttgart, 21, AM(L),FW ",6.74,71,"AM(L), FW",23,2164,3,2,1,3.9,1,0.6,0.4,0.9,0.0,0.9,0.3,0.1,0,2,2.0,1.5,1.6,0.3,1.4,2.5,1.0,18.8,62.1,0.2,0.4,0.0,OFF
Oliver Fink,"Oliver Fink Fortuna Duesseldorf, 37, M(CL) ",6.74,71,M(CL),13,1058,0,4,0,3.9,0,2.1,0.7,1.4,0.0,1.1,1.4,0.2,0,3,0.7,0.5,1.1,0.2,1.3,1.6,0.3,21.3,58.6,0.1,0.4,0.0,MID
Jean Zimmer,"Jean Zimmer Fortuna Duesseldorf, 25, D(R),M(R) ",6.5,71,"D(R), M(R)",17,1439,2,2,0,0.3,1,0.9,0.6,0.6,0.0,1.3,0.6,0.1,0,1,0.5,0.4,1.3,0.0,0.7,1.3,1.9,25.5,71.0,1.4,1.4,0.1,DEF
Amir Abrashi,"Amir Abrashi Freiburg, 29, DMC ",6.49,71,DMC,9,791,0,5,0,0.5,0,2.0,1.4,1.9,0.1,1.5,1.3,0.3,0,0,0.7,0.3,1.6,0.0,0.8,0.4,0.2,36.8,85.9,0.1,1.0,0.0,DEF
Philipp Mwene,"Philipp Mwene Mainz 05, 25, D(R),M(R) ",6.49,71,"D(R), M(R)",2,271,0,0,0,0.7,0,1.2,1.0,0.8,0.0,1.5,0.2,0.0,0,0,0.2,0.2,1.3,0.0,0.8,0.2,0.5,16.2,72.2,0.7,0.8,0.0,DEF
Gerrit Holtmann,"Gerrit Holtmann Mainz 05, 24, AM(L) ",6.4,71,AM(L),1,143,0,2,0,0.5,0,0.5,1.0,0.8,0.0,0.3,0.3,0.5,0,0,0.5,1.5,0.3,0.0,0.8,1.3,0.5,6.3,64.0,0.0,0.0,0.3,MID
Miiko Albornoz,"Miiko Albornoz Hannover 96, 28, D(L),M(L) ",6.37,71,"D(L), M(L)",19,1660,3,3,1,0.5,0,2.1,0.8,1.5,0.1,1.4,1.1,0.1,0,1,0.5,0.3,1.7,0.0,0.8,1.2,0.8,32.4,75.3,0.8,1.9,0.0,DEF
Tim Kleindienst,"Tim Kleindienst Freiburg, 24, FW ",6.24,71,FW,2,199,0,0,0,1.8,0,1.0,0.0,2.0,0.0,1.8,0.5,0.0,0,0,1.3,0.8,0.3,0.8,0.8,1.8,0.3,14.5,72.4,0.0,0.3,0.0,OFF
Fredrik Jensen,"Fredrik Jensen Augsburg, 21, AM(C) ",6.14,71,AM(C),2,206,0,0,0,0.8,0,0.8,0.3,0.7,0.0,0.5,0.3,0.0,0,0,0.3,0.3,0.0,0.0,0.7,0.8,0.3,8.7,57.7,0.0,0.3,0.0,MID
Pascal Köpke,"Pascal Köpke Hertha Berlin, 24, AM(CR),FW ",6.08,71,"AM(CR), FW",0,66,0,0,0,0.0,0,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0,0,0.6,0.1,0.1,0.0,0.9,0.4,0.0,4.0,78.6,0.1,0.3,0.0,OFF
Paulinho,"Paulinho Bayer Leverkusen, 19, AM(LR) ",6.08,71,AM(LR),0,168,0,0,0,0.2,0,0.3,0.1,0.1,0.0,0.0,0.1,0.0,0,0,0.4,0.6,0.1,0.1,0.1,0.6,0.1,6.0,83.3,0.1,0.1,0.0,MID
Berkay Özcan,"Berkay Özcan VfB Stuttgart, 21, M(CL) ",6.07,71,M(CL),0,50,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.3,0.7,0.0,0.7,0.0,0.0,10.3,87.1,0.0,1.0,0.0,MID
Manuel Morlanes,"Manuel Morlanes Villarreal, 20, M(C) ",6.8,71,M(C),7,611,3,2,0,1.0,1,2.1,0.5,1.3,0.0,0.9,1.2,0.3,0,0,0.3,0.7,0.6,0.0,0.6,0.3,0.9,32.0,84.1,0.0,2.2,0.2,MID
Jorge Pulido,"Jorge Pulido SD Huesca, 28, D(C) ",6.75,71,D(C),32,2790,3,9,2,2.3,0,2.0,1.5,1.6,0.5,4.7,0.6,0.6,1,3,0.6,0.2,1.0,0.2,0.3,0.5,0.4,28.8,75.4,0.2,1.8,0.0,DEF
Dimitri Foulquier,"Dimitri Foulquier Getafe, 26, D(LR),M(R) ",6.59,71,"D(LR), M(R)",23,1809,2,7,0,1.0,1,1.2,0.8,2.0,0.1,1.2,0.4,0.1,0,3,0.5,1.0,1.0,0.1,1.4,1.9,0.6,15.9,62.8,0.2,0.9,0.0,DEF
Marc Cucurella,"Marc Cucurella Eibar, 21, M(L) ",6.58,71,M(L),26,2356,2,6,0,1.3,0,1.6,0.6,1.4,0.1,0.5,0.4,0.1,0,1,0.7,0.5,0.5,0.3,0.8,1.6,1.0,27.4,78.8,0.5,0.5,0.0,MID
Javi Moyano,"Javi Moyano Real Valladolid, 33, D(R) ",6.52,71,D(R),25,2108,0,3,0,1.0,1,0.9,0.9,0.3,0.3,2.7,0.6,0.3,0,0,0.2,0.3,0.8,0.0,0.4,0.5,0.4,26.4,74.1,0.1,1.9,0.0,DEF
Luca Sangalli,"Luca Sangalli Real Sociedad, 24, AM(C) ",6.51,71,AM(C),12,1000,3,0,0,0.5,1,1.1,0.3,0.6,0.0,0.2,0.9,0.1,0,1,0.6,0.9,0.9,0.0,1.0,1.1,0.6,20.1,74.2,0.3,0.3,0.1,MID
David Ferreiro,"David Ferreiro SD Huesca, 31, AM(L) ",6.5,71,AM(L),23,2277,3,5,0,0.2,0,1.0,0.7,1.2,0.1,0.3,1.5,0.0,0,1,1.0,0.7,1.0,0.7,0.8,1.4,1.5,21.1,75.8,1.6,1.2,0.0,MID
Pedro López,"Pedro López Levante, 35, D(R),M(R) ",6.45,71,"D(R), M(R)",5,464,1,1,0,0.6,0,0.6,0.9,0.8,0.2,0.7,0.4,0.3,0,0,0.2,0.7,1.3,0.0,0.1,0.6,0.6,19.4,85.1,0.4,1.4,0.0,DEF
Antoñito,"Antoñito Real Valladolid, 31, D(R),M(R) ",6.41,71,"D(R), M(R)",18,1855,1,5,0,0.5,0,1.2,0.6,1.0,0.1,0.7,0.8,0.3,0,2,0.3,0.7,0.4,0.2,0.6,1.0,0.8,21.7,76.9,0.5,0.9,0.0,DEF
Chechu Dorado,"Chechu Dorado Rayo Vallecano, 37, D(C) ",6.33,71,D(C),1,90,0,0,0,3.0,0,0.0,2.0,0.0,0.0,5.0,2.0,0.0,0,0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,52.0,90.4,0.0,3.0,0.0,DEF
Gerard Gumbau,"Gerard Gumbau Leganes, 24, DMC ",6.3,71,DMC,13,1197,1,4,1,0.9,0,1.4,0.8,1.8,0.1,0.8,1.2,0.1,0,1,1.2,0.3,0.7,0.0,0.2,0.6,0.4,24.9,75.7,0.5,1.7,0.0,DEF
Ezequiel Muñoz,"Ezequiel Muñoz Leganes, 28, D(C) ",6.14,71,D(C),2,211,0,0,0,1.3,0,1.0,0.3,1.0,0.3,3.3,0.0,0.3,0,0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,38.3,81.7,0.0,4.0,0.0,DEF
Álex Alegría,"Álex Alegría Rayo Vallecano, 26, FW ",6.11,71,FW,0,132,0,0,0,0.7,0,0.1,0.0,0.8,0.0,0.0,0.3,0.0,0,0,0.3,0.7,0.4,0.3,0.4,1.1,0.3,3.6,68.8,0.0,0.1,0.0,OFF
Xavier Chavalerin,"Xavier Chavalerin Reims, 28, DMC ",6.94,71,DMC,36,3240,2,8,0,0.3,1,2.9,2.0,1.3,0.0,0.9,1.2,0.3,0,2,0.6,0.6,0.3,0.0,0.5,0.8,1.3,39.0,80.5,0.8,2.9,0.0,DEF
Franck Tabanou,"Franck Tabanou Guingamp, 30, D(L),M(L) ",6.9,71,"D(L), M(L)",2,180,0,0,0,2.5,0,2.0,3.0,1.5,0.0,6.5,0.5,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,32.5,76.9,0.0,1.5,0.0,DEF
Mehmet Zeki Çelik,"Mehmet Zeki Çelik Lille, 22, D(R) ",6.89,71,D(R),34,2976,5,5,1,0.7,0,2.6,1.0,1.6,0.3,1.9,1.6,0.1,0,1,0.4,0.5,0.8,0.0,0.6,0.9,1.0,37.2,76.9,0.6,1.1,0.1,DEF
Issiaga Sylla,"Issiaga Sylla Toulouse, 25, D(LR),M(L) ",6.88,71,"D(LR), M(L)",23,1995,0,5,0,2.4,1,2.3,1.6,1.5,0.3,2.7,1.0,0.4,0,2,0.7,0.7,0.6,0.1,0.8,1.4,0.7,37.5,77.9,0.4,1.5,0.0,DEF
